Parliament,Session,Date of Vote,Vote Result,Vote Number,Vote Subject,Yeas,Nays,Paired,Honorific Title,FirstName
42,1,6/14/2018 11:13:26 PM,834,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:14:28 PM,835,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:15:41 PM,836,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:16:19 PM,837,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:17:20 PM,838,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:18:46 PM,839,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:19:46 PM,840,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:20:46 PM,841,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:21:46 PM,842,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:22:46 PM,843,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:23:46 PM,844,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:24:46 PM,845,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:25:46 PM,846,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:26:46 PM,847,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:27:46 PM,848,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:28:46 PM,849,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:29:46 PM,850,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:30:46 PM,851,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:31:46 PM,852,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:32:46 PM,853,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:33:46 PM,854,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:34:46 PM,855,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:35:46 PM,856,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:36:46 PM,857,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:37:46 PM,858,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:38:46 PM,859,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:39:46 PM,860,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:42:46 PM,863,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:43:46 PM,864,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:44:46 PM,865,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:45:46 PM,866,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/14/2018 11:46:46 PM,867,Concurrence in an opposed item,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/18/2018 3:15:50 PM,868,"Motion respecting Senate amendments to Bill C-45, An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/19/2018 11:35:31 AM,869,"Time allocation for Bill C-71, An Act to amend certain Acts and Regulations in relation to firearms",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/19/2018 3:10:53 PM,870,"3rd reading and adoption of Bill C-69, An Act to enact the Impact Assessment Act and the Canadian Energy Regulator Act, to amend the Navigation Protection Act and to make consequential amendments to other Acts (previous question)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/19/2018 3:20:10 PM,871,"3rd reading and adoption of Bill C-59, An Act respecting national security matters",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/19/2018 3:30:52 PM,872,"3rd reading and adoption of Bill C-59, An Act respecting national security matters",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/19/2018 3:40:31 PM,873,"3rd reading and adoption of Bill C-59, An Act respecting national security matters",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/19/2018 3:50:22 PM,874,"Bill C-64, An Act respecting wrecks, abandoned, dilapidated or hazardous vessels and salvage operations (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/19/2018 4:00:25 PM,875,"Concurrence at report stage of Bill C-64, An Act respecting wrecks, abandoned, dilapidated or hazardous vessels and salvage operations",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/20/2018 3:30:10 PM,876,"3rd reading and adoption of Bill S-218, An Act respecting Latin American Heritage Month",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/20/2018 3:40:13 PM,877,"3rd reading and adoption of Bill C-69, An Act to enact the Impact Assessment Act and the Canadian Energy Regulator Act, to amend the Navigation Protection Act and to make consequential amendments to other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/20/2018 3:50:26 PM,878,"3rd reading and adoption of Bill C-69, An Act to enact the Impact Assessment Act and the Canadian Energy Regulator Act, to amend the Navigation Protection Act and to make consequential amendments to other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,6/20/2018 4:00:46 PM,879,"Bill C-71, An Act to amend certain Acts and Regulations in relation to firearms (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,6/20/2018 4:10:57 PM,880,"Concurrence at report stage of Bill C-71, An Act to amend certain Acts and Regulations in relation to firearms",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,9/18/2018 11:00:00 AM,881,"Time allocation for Bill C-79, An Act to implement the Comprehensive and Progressive Agreement for Trans-Pacific Partnership between Canada, Australia, Brunei, Chile, Japan, Malaysia, Mexico, New Zealand, Peru, Singapore and Vietnam",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,9/18/2018 5:45:00 PM,882,"2nd reading of Bill C-79, An Act to implement the Comprehensive and Progressive Agreement for Trans-Pacific Partnership between Canada, Australia, Brunei, Chile, Japan, Malaysia, Mexico, New Zealand, Peru, Singapore and Vietnam (reasoned amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,9/18/2018 5:55:00 PM,883,"2nd reading of Bill C-79, An Act to implement the Comprehensive and Progressive Agreement for Trans-Pacific Partnership between Canada, Australia, Brunei, Chile, Japan, Malaysia, Mexico, New Zealand, Peru, Singapore and Vietnam",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,9/19/2018 6:00:16 PM,884,"3rd reading and adoption of Bill S-228, An Act to amend the Food and Drugs Act (prohibiting food and beverage marketing directed at children)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,9/19/2018 6:10:38 PM,885,"Concurrence at report stage of Bill C-375, An Act to amend the Criminal Code (presentence report)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,9/24/2018 6:45:28 PM,886,"3rd reading and adoption of Bill C-71, An Act to amend certain Acts and Regulations in relation to firearms",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,9/25/2018 5:45:32 PM,887,Opposition Motion (Veterans),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,9/26/2018 6:00:55 PM,888,"2nd reading of Bill C-369, An Act to amend the Bills of Exchange Act, the Interpretation Act and the Canada Labour Code (National Indigenous Peoples Day)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,10/2/2018 3:15:00 PM,889,Opposition Motion (Housing as a human right ),,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,10/3/2018 3:15:00 PM,890,"3rd reading and adoption of Bill C-326, An Act to amend the Department of Health Act (drinking water guidelines)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,10/3/2018 3:25:00 PM,891,Opposition Motion (Transfer of Terri-Lynne McClintic to a healing lodge),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,10/3/2018 3:40:00 PM,892,Motion to proceed to Orders of the Day,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,10/3/2018 3:50:00 PM,893,"Time allocation for Bill C-79, An Act to implement the Comprehensive and Progressive Agreement for Trans-Pacific Partnership between Canada, Australia, Brunei, Chile, Japan, Malaysia, Mexico, New Zealand, Peru, Singapore and Vietnam",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,10/3/2018 6:05:52 PM,894,"Bill C-79, An Act to implement the Comprehensive and Progressive Agreement for Trans-Pacific Partnership between Canada, Australia, Brunei, Chile, Japan, Malaysia, Mexico, New Zealand, Peru, Singapore and Vietnam (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,10/3/2018 6:15:35 PM,895,"Bill C-79, An Act to implement the Comprehensive and Progressive Agreement for Trans-Pacific Partnership between Canada, Australia, Brunei, Chile, Japan, Malaysia, Mexico, New Zealand, Peru, Singapore and Vietnam (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,10/3/2018 6:25:54 PM,896,"Concurrence at report stage of Bill C-79, An Act to implement the Comprehensive and Progressive Agreement for Trans-Pacific Partnership between Canada, Australia, Brunei, Chile, Japan, Malaysia, Mexico, New Zealand, Peru, Singapore and Vietnam",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,10/16/2018 3:15:09 PM,897,"3rd reading and adoption of Bill C-79, An Act to implement the Comprehensive and Progressive Agreement for Trans-Pacific Partnership between Canada, Australia, Brunei, Chile, Japan, Malaysia, Mexico, New Zealand, Peru, Singapore and Vietnam",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,10/23/2018 11:15:22 AM,898,"Time allocation for Bill C-83, An Act to amend the Corrections and Conditional Release Act and another Act",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,10/23/2018 6:45:56 PM,899,"2nd reading of Bill C-83, An Act to amend the Corrections and Conditional Release Act and another Act (reasoned amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,10/23/2018 6:46:12 PM,900,"2nd reading of Bill C-83, An Act to amend the Corrections and Conditional Release Act and another Act",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,10/23/2018 6:35:45 PM,901,Opposition Motion (Terrorism),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,10/25/2018 3:15:00 PM,905,Motion to proceed to Orders of the Day,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,10/25/2018 4:30:36 PM,906,"Time allocation for Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,10/29/2018 3:15:49 PM,907,Ways and Means motion No. 25,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,10/29/2018 7:00:00 PM,908,"Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,10/29/2018 7:10:00 PM,909,"Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,10/29/2018 7:20:18 PM,910,"Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,10/29/2018 7:30:22 PM,911,"Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,10/29/2018 7:40:23 PM,912,"Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,10/29/2018 7:50:18 PM,913,"Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,10/29/2018 8:00:15 PM,914,"Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,10/29/2018 8:10:23 PM,915,"Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,10/29/2018 8:20:23 PM,916,"Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,10/29/2018 8:30:20 PM,917,"Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,10/29/2018 8:40:31 PM,918,"Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,10/29/2018 8:50:19 PM,919,"Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,10/29/2018 9:00:42 PM,920,"Concurrence at report stage of Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,10/30/2018 5:45:43 PM,921,"Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments (recommittal to a committee)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,10/30/2018 5:55:23 PM,922,"3rd reading and adoption of Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,10/30/2018 6:05:24 PM,923,Private Members' Business M-161 (Instruction to the Standing Committee on Public Safety and National Security (Record Suspension Program)),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,10/30/2018 6:15:19 PM,924,Private Members' Business M-155 (Filipino Heritage Month),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,10/31/2018 5:06:13 PM,925,Motion to adjourn the House,,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/6/2018 10:36:59 AM,927,Motion to proceed to Orders of the Day,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,11/6/2018 11:47:31 AM,928,"Time allocation for Bill C-86, A second Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,11/6/2018 3:10:00 PM,929,Opposition Motion (Service Standards for Canadian Veterans),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/6/2018 6:25:12 PM,930,"2nd reading of Bill C-86, A second Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures (reasoned amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/6/2018 6:35:36 PM,931,"2nd reading of Bill C-86, A second Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,11/6/2018 6:45:20 PM,932,"2nd reading of Bill C-86, A second Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,11/7/2018 6:45:22 PM,933,"2nd reading of Bill C-85, An Act to amend the Canada-Israel Free Trade Agreement Implementation Act and to make related amendments to other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/7/2018 6:55:43 PM,934,"3rd reading and adoption of Bill C-375, An Act to amend the Criminal Code (presentence report)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,11/7/2018 7:05:26 PM,935,"3rd reading and adoption of Bill C-376, An Act to designate the month of April as Sikh Heritage Month",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/7/2018 7:15:50 PM,936,"2nd reading of Bill C-316, An Act to amend the Canada Revenue Agency Act (organ donors)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/7/2018 7:25:16 PM,937,"2nd reading of Bill C-393, An Act to amend the Canadian Multiculturalism Act (non-application in Quebec)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,11/20/2018 11:20:05 AM,938,"Time allocation for Bill C-75, An Act to amend the Criminal Code, the Youth Criminal Justice Act and other Acts and to make consequential amendments to other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,11/20/2018 3:00:53 PM,939,Opposition Motion (Return to a balanced budget),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/20/2018 6:05:53 PM,940,"Bill C-75, An Act to amend the Criminal Code, the Youth Criminal Justice Act and other Acts and to make consequential amendments to other Acts (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/20/2018 6:15:24 PM,941,"Concurrence at report stage of Bill C-75, An Act to amend the Criminal Code, the Youth Criminal Justice Act and other Acts and to make consequential amendments to other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,11/21/2018 5:00:06 PM,942,Private Members' Business M-189 (Organ and tissue donation),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/22/2018 10:40:32 AM,943,Motion to proceed to Orders of the Day,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,11/23/2018 11:05:07 AM,944,Motion for closure,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,11/23/2018 12:12:45 PM,945,Motion to proceed to Orders of the Day,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,11/23/2018 8:15:07 PM,946,Government Business No. 25 (Proceedings on a bill entitled An Act to provide for the resumption and continuation of postal services) (amendment),,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,11/23/2018 8:25:05 PM,947,Government Business No. 25 (Proceedings on a bill entitled An Act to provide for the resumption and continuation of postal services),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/23/2018 9:05:36 PM,948,"2nd reading of Bill C-89, An Act to provide for the resumption and continuation of postal services",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/24/2018 1:20:02 AM,949,"3rd reading and adoption of Bill C-89, An Act to provide for the resumption and continuation of postal services (amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,11/24/2018 1:55:49 AM,950,"3rd reading and adoption of Bill C-89, An Act to provide for the resumption and continuation of postal services",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/27/2018 11:15:15 AM,951,"Time allocation for Bill C-86, A second Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,11/27/2018 6:15:00 PM,952,"Bill C-86, A second Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/27/2018 6:25:00 PM,953,"Bill C-86, A second Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/27/2018 6:35:00 PM,954,"Bill C-86, A second Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/27/2018 6:45:00 PM,955,"Bill C-86, A second Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/27/2018 6:55:00 PM,956,"Bill C-86, A second Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/27/2018 7:05:00 PM,957,"Bill C-86, A second Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures (report stage amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/27/2018 7:15:00 PM,958,"Concurrence at report stage of Bill C-86, A second Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,11/27/2018 7:25:00 PM,959,"Bill C-81, An Act to ensure a barrier-free Canada (recommittal to a committee)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/27/2018 7:35:00 PM,960,"3rd reading and adoption of Bill C-81, An Act to ensure a barrier-free Canada",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/28/2018 3:10:07 PM,961,"Private Members' Business M-177 (Instruction to the Standing Committee on Transport, Infrastructure and Communities (Canadian flight training schools)) (amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,11/28/2018 3:20:04 PM,962,"Private Members' Business M-177 (Instruction to the Standing Committee on Transport, Infrastructure and Communities (Canadian flight training schools))",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,11/28/2018 3:30:48 PM,963,"2nd reading of Bill C-405, An Act to amend the Pension Benefits Standards Act, 1985 and the Companies� Creditors Arrangement Act (pension plans)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,12/3/2018 6:45:00 PM,964,"3rd reading and adoption of Bill C-75, An Act to amend the Criminal Code, the Youth Criminal Justice Act and other Acts and to make consequential amendments to other Acts",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,12/3/2018 6:55:03 PM,965,"Bill C-86, A second Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures (recommittal to a committee)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,12/3/2018 7:05:00 PM,966,"3rd reading and adoption of Bill C-86, A second Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,12/3/2018 7:15:48 PM,967,"3rd reading and adoption of Bill C-86, A second Act to implement certain provisions of the budget tabled in Parliament on February 27, 2018 and other measures",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,12/5/2018 3:10:00 PM,968,Opposition Motion (Failed economic policies of the government),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,12/5/2018 3:20:03 PM,969,Concurrence in estimates,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,12/5/2018 3:30:00 PM,970,"2nd reading of Bill C-90, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2019",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,12/5/2018 3:40:46 PM,971,"Concurrence at report stage of Bill C-90, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2019",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,12/5/2018 3:50:02 PM,972,"3rd reading and adoption of Bill C-90, An Act for granting to Her Majesty certain sums of money for the federal public administration for the fiscal year ending March 31, 2019",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,12/5/2018 4:00:00 PM,973,18th Report of the Standing Committee on Citizenship and Immigration,,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,12/5/2018 4:10:00 PM,974,Private Members' Business M-151 (National strategy to combat plastic pollution),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,12/5/2018 4:20:04 PM,975,"2nd reading of Bill C-392, An Act to amend the Aeronautics Act, the Fishing and Recreational Harbours Act and other Acts (application of provincial law)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,12/10/2018 1:00:02 PM,976,"Time allocation for Bill C-51, An Act to amend the Criminal Code and the Department of Justice Act and to make consequential amendments to another Act",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,12/10/2018 6:05:22 PM,977,"Motion respecting Senate amendments to Bill C-51, An Act to amend the Criminal Code and the Department of Justice Act and to make consequential amendments to another Act",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,12/11/2018 11:30:28 AM,978,"Time allocation for Bill C-21, An Act to amend the Customs Act",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,12/12/2018 3:15:32 PM,979,"Private Members' Business M-163 (Women, Peace and Security Ambassador)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,12/12/2018 4:03:09 PM,980,Motion to proceed to Orders of the Day,,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,12/13/2018 7:00:00 PM,981,"Time allocation for Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,12/13/2018 3:15:36 PM,982,Motion for the production of papers P-15 (Documents pertaining to the reception at the residence of the High Commissioner of Canada in India),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,12/13/2018 3:25:17 PM,983,"Motion respecting Senate amendments to Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments (amendment)",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,12/13/2018 3:35:37 PM,984,"Motion respecting Senate amendments to Bill C-76, An Act to amend the Canada Elections Act and other Acts and to make certain consequential amendments",,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,1/29/2019 5:30:30 PM,985,Opposition Motion (Plan to eliminate the deficit),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,1/29/2019 5:40:39 PM,986,"Motion respecting Senate amendments to Bill C-57, An Act to amend the Federal Sustainable Development Act",,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,2/5/2019 3:00:11 PM,987,Opposition Motion (Canada�s housing crisis),,Ziad,Aboultaif,Edmonton Manning,Alberta,Nay
42,1,2/5/2019 3:10:47 PM,988,Opposition Motion (Taxes),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,2/20/2019 3:00:23 PM,991,Opposition Motion (Political interference allegations) (amendment),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
42,1,2/20/2019 3:10:09 PM,992,Opposition Motion (Political interference allegations),,Ziad,Aboultaif,Edmonton Manning,Alberta,Yea
